item,token,tag,patent,partition,trainingTest
2260,ingested,O,21,2,training
2261,public,O,21,2,training
2262,transport,O,21,2,training
2263,data,O,21,2,training
2264,.,O,21,2,training
2265,The,O,21,2,training
2266,reconstructed,O,21,2,training
2267,vehicle,O,21,2,training
2268,route,O,21,2,training
2269,is,O,21,2,training
2270,partitioned,O,21,2,training
2271,into,O,21,2,training
2272,discrete,O,21,2,training
2273,route,O,21,2,training
2274,segments,O,21,2,training
2275,",",O,21,2,training
2276,each,O,21,2,training
2277,of,O,21,2,training
2278,the,O,21,2,training
2279,discrete,O,21,2,training
2280,route,O,21,2,training
2281,segments,O,21,2,training
2282,being,O,21,2,training
2283,defined,O,21,2,training
2284,by,O,21,2,training
2285,parameters,O,21,2,training
2286,spanning,O,21,2,training
2287,multiple,O,21,2,training
2288,dimensions,O,21,2,training
2289,.,O,21,2,training
2290,The,O,21,2,training
2291,discrete,O,21,2,training
2292,route,O,21,2,training
2293,segments,O,21,2,training
2294,are,O,21,2,training
2295,clustered,O,21,2,training
2296,into,O,21,2,training
2297,multiple,O,21,2,training
2298,groups,O,21,2,training
2299,based,O,21,2,training
2300,on,O,21,2,training
2301,the,O,21,2,training
2302,respective,O,21,2,training
2303,multidimensional,O,21,2,training
2304,parameters,O,21,2,training
2305,of,O,21,2,training
2306,each,O,21,2,training
2307,of,O,21,2,training
2308,the,O,21,2,training
2309,discrete,O,21,2,training
2310,route,O,21,2,training
2311,segments,O,21,2,training
2312,.,O,21,2,training
2313,The,O,21,2,training
2314,route,O,21,2,training
2315,segments,O,21,2,training
2316,are,O,21,2,training
2317,scored,O,21,2,training
2318,based,O,21,2,training
2319,on,O,21,2,training
2320,the,O,21,2,training
2321,clustering,O,21,2,training
2322,to,O,21,2,training
2323,create,B-FUNCIONALIDADE,21,2,training
2324,a,I-FUNCIONALIDADE,21,2,training
2325,traffic,I-FUNCIONALIDADE,21,2,training
2326,model,I-FUNCIONALIDADE,21,2,training
2327,which,O,21,2,training
2328,is,O,21,2,training
2329,useable,O,21,2,training
2330,to,O,21,2,training
2331,implement,O,21,2,training
2332,traffic,O,21,2,training
2333,control,O,21,2,training
2334,measures,O,21,2,training
2335,or,O,21,2,training
2336,to,O,21,2,training
2337,change,O,21,2,training
2338,mobility,O,21,2,training
2339,infrastructure,O,21,2,training
2340,.,O,21,2,training
2341,One,O,22,2,training
2342,or,O,22,2,training
2343,more,O,22,2,training
2344,protocols,B-SOFTWARE,22,2,training
2345,between,I-SOFTWARE,22,2,training
2346,a,I-SOFTWARE,22,2,training
2347,control,I-SOFTWARE,22,2,training
2348,plane,I-SOFTWARE,22,2,training
2349,entity,I-SOFTWARE,22,2,training
2350,(,O,22,2,training
2351,e,O,22,2,training
2352,.,O,22,2,training
2353,g,O,22,2,training
2354,.,O,22,2,training
2355,",",O,22,2,training
2356,a,O,22,2,training
2357,mobility,B-SOFTWARE,22,2,training
2358,management,I-SOFTWARE,22,2,training
2359,entity,I-SOFTWARE,22,2,training
2360,(,O,22,2,training
2361,MME,O,22,2,training
2362,),O,22,2,training
2363,),O,22,2,training
2364,and,O,22,2,training
2365,its,O,22,2,training
2366,peer,O,22,2,training
2367,nodes,O,22,2,training
2368,(,O,22,2,training
2369,e,O,22,2,training
2370,.,O,22,2,training
2371,g,O,22,2,training
2372,.,O,22,2,training
2373,",",O,22,2,training
2374,mobile,B-SOFTWARE,22,2,training
2375,switching,I-SOFTWARE,22,2,training
2376,center,I-SOFTWARE,22,2,training
2377,(,O,22,2,training
2378,MSC,O,22,2,training
2379,),O,22,2,training
2380,and,O,22,2,training
2381,/,O,22,2,training
2382,or,O,22,2,training
2383,short,B-SOFTWARE,22,2,training
2384,message,I-SOFTWARE,22,2,training
2385,service,I-SOFTWARE,22,2,training
2386,center,I-SOFTWARE,22,2,training
2387,(,O,22,2,training
2388,SMSC,O,22,2,training
2389,),O,22,2,training
2390,),O,22,2,training
2391,are,O,22,2,training
2392,enhanced,O,22,2,training
2393,to,O,22,2,training
2394,improve,B-FUNCIONALIDADE,22,2,training
2395,short,I-FUNCIONALIDADE,22,2,training
2396,messaging,I-FUNCIONALIDADE,22,2,training
2397,services,I-FUNCIONALIDADE,22,2,training
2398,for,O,22,2,training
2399,Internet,B-HARDWARE,22,2,training
2400,of,I-HARDWARE,22,2,training
2401,things,I-HARDWARE,22,2,training
2402,(,I-HARDWARE,22,2,training
2403,IoT,I-HARDWARE,22,2,training
2404,),I-HARDWARE,22,2,training
2405,devices,I-HARDWARE,22,2,training
2406,.,O,22,2,training
2407,Oftentimes,O,22,2,training
2408,",",O,22,2,training
2409,IoT,B-HARDWARE,22,2,training
2410,devices,I-HARDWARE,22,2,training
2411,enter,O,22,2,training
2412,an,O,22,2,training
2413,extended,O,22,2,training
2414,sleep,O,22,2,training
2415,mode,O,22,2,training
2416,during,O,22,2,training
2417,which,O,22,2,training
2418,they,O,22,2,training
2419,cannot,O,22,2,training
2420,be,O,22,2,training
2421,reached,O,22,2,training
2422,by,O,22,2,training
2423,the,O,22,2,training
2424,control,O,22,2,training
2425,plane,O,22,2,training
2426,entity,O,22,2,training
2427,.,O,22,2,training
2428,In,O,22,2,training
2429,one,O,22,2,training
2430,aspect,O,22,2,training
2431,",",O,22,2,training
2432,the,O,22,2,training
2433,control,O,22,2,training
2434,plane,O,22,2,training
2435,entity,O,22,2,training
2436,can,O,22,2,training
2437,determine,B-FUNCIONALIDADE,22,2,training
2438,a,I-FUNCIONALIDADE,22,2,training
2439,wait,I-FUNCIONALIDADE,22,2,training
2440,period,I-FUNCIONALIDADE,22,2,training
2441,based,O,22,2,training
2442,on,O,22,2,training
2443,information,O,22,2,training
2444,",",O,22,2,training
2445,such,O,22,2,training
2446,as,O,22,2,training
2447,",",O,22,2,training
2448,but,O,22,2,training
2449,not,O,22,2,training
2450,limited,O,22,2,training
2451,to,O,22,2,training
2452,",",O,22,2,training
2453,device,O,22,2,training
2454,context,O,22,2,training
2455,data,O,22,2,training
2456,",",O,22,2,training
2457,mapping,O,22,2,training
2458,tables,O,22,2,training
2459,",",O,22,2,training
2460,policy,O,22,2,training
2461,data,O,22,2,training
2462,",",O,22,2,training
2463,commercial,O,22,2,training
2464,traffic,O,22,2,training
2465,data,O,22,2,training
2466,",",O,22,2,training
2467,latency,O,22,2,training
2468,data,O,22,2,training
2469,",",O,22,2,training
2470,device,O,22,2,training
2471,delay,O,22,2,training
2472,tolerance,O,22,2,training
2473,",",O,22,2,training
2474,sleep,O,22,2,training
2475,mode,O,22,2,training
2476,timer,O,22,2,training
2477,values,O,22,2,training
2478,",",O,22,2,training
2479,etc,O,22,2,training
2480,.,O,22,2,training
2481,The,O,22,2,training
2482,wait,O,22,2,training
2483,period,O,22,2,training
2484,can,O,22,2,training
2485,be,O,22,2,training
2486,provided,O,22,2,training
2487,to,O,22,2,training
2488,the,O,22,2,training
2489,peer,O,22,2,training
2490,nodes,O,22,2,training
2491,",",O,22,2,training
2492,which,O,22,2,training
2493,can,O,22,2,training
2494,utilize,O,22,2,training
2495,the,O,22,2,training
2496,wait,O,22,2,training
2497,period,O,22,2,training
2498,to,O,22,2,training
2499,control,B-FUNCIONALIDADE,22,2,training
2500,one,I-FUNCIONALIDADE,22,2,training
2501,or,I-FUNCIONALIDADE,22,2,training
2502,more,I-FUNCIONALIDADE,22,2,training
2503,message,I-FUNCIONALIDADE,22,2,training
2504,retry,I-FUNCIONALIDADE,22,2,training
2505,mechanisms,I-FUNCIONALIDADE,22,2,training
2506,based,O,22,2,training
2507,on,O,22,2,training
2508,IoT,B-HARDWARE,22,2,training
2509,device,I-HARDWARE,22,2,training
2510,behaviors,O,22,2,training
2511,resulting,O,22,2,training
2512,in,O,22,2,training
2513,an,O,22,2,training
2514,improvement,O,22,2,training
2515,of,O,22,2,training
2516,overall,O,22,2,training
2517,IoT,B-COMUNICAÇÃO,22,2,training
2518,service,I-COMUNICAÇÃO,22,2,training
2519,behaviors,O,22,2,training
2520,and,O,22,2,training
2521,a,O,22,2,training
2522,delivery,O,22,2,training
2523,of,O,22,2,training
2524,superior,O,22,2,training
2525,IoT,O,22,2,training
2526,customer,O,22,2,training
2527,experience,O,22,2,training
2528,.,O,22,2,training
2529,An,O,23,2,training
2530,autonomous,B-SOFTWARE,23,2,training
2531,driving,I-SOFTWARE,23,2,training
2532,assistance,I-SOFTWARE,23,2,training
2533,system,I-SOFTWARE,23,2,training
2534,is,O,23,2,training
2535,a,O,23,2,training
2536,system,O,23,2,training
2537,for,O,23,2,training
2538,assisting,B-FUNCIONALIDADE,23,2,training
2539,driving,I-FUNCIONALIDADE,23,2,training
2540,of,I-FUNCIONALIDADE,23,2,training
2541,vehicles,I-FUNCIONALIDADE,23,2,training
2542,",",O,23,2,training
2543,and,O,23,2,training
2544,includes,O,23,2,training
2545,a,O,23,2,training
2546,service,B-SOFTWARE,23,2,training
2547,server,I-SOFTWARE,23,2,training
2548,that,O,23,2,training
2549,provides,B-FUNCIONALIDADE,23,2,training
2550,services,I-FUNCIONALIDADE,23,2,training
2551,relating,I-FUNCIONALIDADE,23,2,training
2552,to,I-FUNCIONALIDADE,23,2,training
2553,the,I-FUNCIONALIDADE,23,2,training
2554,vehicles,I-FUNCIONALIDADE,23,2,training
2555,to,O,23,2,training
2556,operation,O,23,2,training
2557,terminals,O,23,2,training
2558,",",O,23,2,training
2559,a,O,23,2,training
2560,vehicle,B-SOFTWARE,23,2,training
2561,connection,I-SOFTWARE,23,2,training
2562,server,I-SOFTWARE,23,2,training
2563,connected,O,23,2,training
2564,to,O,23,2,training
2565,the,O,23,2,training
2566,vehicles,O,23,2,training
2567,via,O,23,2,training
2568,wireless,B-COMUNICAÇÃO,23,2,training
2569,communication,I-COMUNICAÇÃO,23,2,training
2570,routes,I-COMUNICAÇÃO,23,2,training
2571,",",O,23,2,training
2572,and,O,23,2,training
2573,a,O,23,2,training
2574,plurality,O,23,2,training
2575,of,O,23,2,training
2576,control,B-SOFTWARE,23,2,training
2577,servers,I-SOFTWARE,23,2,training
2578,each,O,23,2,training
2579,communicating,O,23,2,training
2580,with,O,23,2,training
2581,the,O,23,2,training
2582,vehicles,O,23,2,training
2583,by,O,23,2,training
2584,handover,O,23,2,training
2585,and,O,23,2,training
2586,respectively,O,23,2,training
2587,controlling,B-FUNCIONALIDADE,23,2,training
2588,travel,I-FUNCIONALIDADE,23,2,training
2589,of,I-FUNCIONALIDADE,23,2,training
2590,the,I-FUNCIONALIDADE,23,2,training
2591,vehicles,I-FUNCIONALIDADE,23,2,training
2592,in,O,23,2,training
2593,different,O,23,2,training
2594,areas,O,23,2,training
2595,.,O,23,2,training
2596,When,O,23,2,training
2597,calling,O,23,2,training
2598,a,O,23,2,training
2599,vehicle,O,23,2,training
2600,parked,O,23,2,training
2601,in,O,23,2,training
2602,a,O,23,2,training
2603,predetermined,O,23,2,training
2604,area,O,23,2,training
2605,in,O,23,2,training
2606,accordance,O,23,2,training
2607,with,O,23,2,training
2608,the,O,23,2,training
2609,service,O,23,2,training
2610,provided,O,23,2,training
2611,by,O,23,2,training
2612,the,O,23,2,training
2613,service,B-SOFTWARE,23,2,training
2614,server,I-SOFTWARE,23,2,training
2615,",",O,23,2,training
2616,a,O,23,2,training
2617,control,B-SOFTWARE,23,2,training
2618,server,I-SOFTWARE,23,2,training
2619,that,O,23,2,training
2620,is,O,23,2,training
2621,associated,O,23,2,training
2622,with,O,23,2,training
2623,the,O,23,2,training
2624,predetermined,O,23,2,training
2625,area,O,23,2,training
2626,among,O,23,2,training
2627,the,O,23,2,training
2628,control,B-SOFTWARE,23,2,training
2629,servers,I-SOFTWARE,23,2,training
2630,causes,O,23,2,training
2631,the,O,23,2,training
2632,vehicle,B-SOFTWARE,23,2,training
2633,connection,I-SOFTWARE,23,2,training
2634,server,I-SOFTWARE,23,2,training
2635,connected,O,23,2,training
2636,to,O,23,2,training
2637,the,O,23,2,training
2638,vehicle,O,23,2,training
2639,to,O,23,2,training
2640,notify,B-FUNCIONALIDADE,23,2,training
2641,the,I-FUNCIONALIDADE,23,2,training
2642,vehicle,I-FUNCIONALIDADE,23,2,training
2643,of,O,23,2,training
2644,an,O,23,2,training
2645,end,O,23,2,training
2646,point,O,23,2,training
2647,",",O,23,2,training
2648,the,O,23,2,training
2649,end,O,23,2,training
2650,point,O,23,2,training
2651,being,O,23,2,training
2652,information,O,23,2,training
2653,indicating,O,23,2,training
2654,the,O,23,2,training
2655,location,O,23,2,training
2656,of,O,23,2,training
2657,the,O,23,2,training
2658,control,B-SOFTWARE,23,2,training
2659,server,I-SOFTWARE,23,2,training
2660,as,O,23,2,training
2661,a,O,23,2,training
2662,connection,O,23,2,training
2663,destination,O,23,2,training
2664,.,O,23,2,training
2665,An,O,24,2,training
2666,apparatus,O,24,2,training
2667,and,O,24,2,training
2668,method,O,24,2,training
2669,to,O,24,2,training
2670,train,B-FUNCIONALIDADE,24,2,training
2671,an,I-FUNCIONALIDADE,24,2,training
2672,image,I-FUNCIONALIDADE,24,2,training
2673,recognition,I-FUNCIONALIDADE,24,2,training
2674,model,I-FUNCIONALIDADE,24,2,training
2675,to,O,24,2,training
2676,accurately,O,24,2,training
2677,estimate,B-FUNCIONALIDADE,24,2,training
2678,a,I-FUNCIONALIDADE,24,2,training
2679,location,I-FUNCIONALIDADE,24,2,training
2680,of,I-FUNCIONALIDADE,24,2,training
2681,a,I-FUNCIONALIDADE,24,2,training
2682,reference,I-FUNCIONALIDADE,24,2,training
2683,point,I-FUNCIONALIDADE,24,2,training
2684,for,O,24,2,training
2685,each,O,24,2,training
2686,class,O,24,2,training
2687,of,O,24,2,training
2688,landmark,O,24,2,training
2689,is,O,24,3,training
2690,disclosed,O,24,3,training
2691,.,O,24,3,training
2692,The,O,24,3,training
2693,apparatus,O,24,3,training
2694,and,O,24,3,training
2695,method,O,24,3,training
2696,use,O,24,3,training
2697,the,O,24,3,training
2698,image,B-SOFTWARE,24,3,training
2699,recognition,I-SOFTWARE,24,3,training
2700,model,I-SOFTWARE,24,3,training
2701,",",O,24,3,training
2702,which,O,24,3,training
2703,is,O,24,3,training
2704,trained,O,24,3,training
2705,based,O,24,3,training
2706,on,O,24,3,training
2707,calculating,O,24,3,training
2708,a,O,24,3,training
2709,class,O,24,3,training
2710,loss,O,24,3,training
2711,and,O,24,3,training
2712,a,O,24,3,training
2713,class,O,24,3,training
2714,-,O,24,3,training
2715,dependent,O,24,3,training
2716,localization,O,24,3,training
2717,loss,O,24,3,training
2718,from,O,24,3,training
2719,training,O,24,3,training
2720,data,O,24,3,training
2721,based,O,24,3,training
2722,on,O,24,3,training
2723,an,O,24,3,training
2724,image,B-SOFTWARE,24,3,training
2725,recognition,I-SOFTWARE,24,3,training
2726,model,I-SOFTWARE,24,3,training
2727,and,O,24,3,training
2728,training,B-FUNCIONALIDADE,24,3,training
2729,the,I-FUNCIONALIDADE,24,3,training
2730,image,I-FUNCIONALIDADE,24,3,training
2731,recognition,I-FUNCIONALIDADE,24,3,training
2732,model,I-FUNCIONALIDADE,24,3,training
2733,using,O,24,3,training
2734,a,O,24,3,training
2735,total,O,24,3,training
2736,loss,O,24,3,training
2737,comprising,O,24,3,training
2738,the,O,24,3,training
2739,class,O,24,3,training
2740,loss,O,24,3,training
2741,and,O,24,3,training
2742,the,O,24,3,training
2743,localization,O,24,3,training
2744,loss,O,24,3,training
2745,.,O,24,3,training
2746,A,O,25,3,training
2747,Radio,B-COMUNICAÇÃO,25,3,training
2748,Access,I-COMUNICAÇÃO,25,3,training
2749,Network,I-COMUNICAÇÃO,25,3,training
2750,node,O,25,3,training
2751,implements,B-FUNCIONALIDADE,25,3,training
2752,a,I-FUNCIONALIDADE,25,3,training
2753,radio,I-FUNCIONALIDADE,25,3,training
2754,air,I-FUNCIONALIDADE,25,3,training
2755,interface,I-FUNCIONALIDADE,25,3,training
2756,for,O,25,3,training
2757,delivering,B-FUNCIONALIDADE,25,3,training
2758,communications,I-FUNCIONALIDADE,25,3,training
2759,with,O,25,3,training
2760,User,O,25,3,training
2761,Equipments,O,25,3,training
2762,(,O,25,3,training
2763,UEs,O,25,3,training
2764,),O,25,3,training
2765,.,O,25,3,training
2766,The,O,25,3,training
2767,functions,O,25,3,training
2768,of,O,25,3,training
2769,the,O,25,3,training
2770,RAN,O,25,3,training
2771,node,O,25,3,training
2772,are,O,25,3,training
2773,split,O,25,3,training
2774,between,O,25,3,training
2775,a,O,25,3,training
2776,Central,B-SOFTWARE,25,3,training
2777,Unit,I-SOFTWARE,25,3,training
2778,(,O,25,3,training
2779,CU,O,25,3,training
2780,),O,25,3,training
2781,and,O,25,3,training
2782,Distributed,B-SOFTWARE,25,3,training
2783,Units,I-SOFTWARE,25,3,training
2784,(,O,25,3,training
2785,DUs,O,25,3,training
2786,),O,25,3,training
2787,.,O,25,3,training
2788,The,O,25,3,training
2789,CU,O,25,3,training
2790,is,O,25,3,training
2791,disaggregated,O,25,3,training
2792,into,O,25,3,training
2793,a,O,25,3,training
2794,CU,O,25,3,training
2795,-,O,25,3,training
2796,CP,O,25,3,training
2797,(,O,25,3,training
2798,CU,O,25,3,training
2799,-,O,25,3,training
2800,Control,O,25,3,training
2801,Plane,O,25,3,training
2802,),O,25,3,training
2803,entity,O,25,3,training
2804,and,O,25,3,training
2805,into,O,25,3,training
2806,a,O,25,3,training
2807,first,O,25,3,training
2808,CU,O,25,3,training
2809,-,O,25,3,training
2810,UP,O,25,3,training
2811,(,O,25,3,training
2812,CU,O,25,3,training
2813,-,O,25,3,training
2814,User,O,25,3,training
2815,Plane,O,25,3,training
2816,),O,25,3,training
2817,entity,O,25,3,training
2818,",",O,25,3,training
2819,both,O,25,3,training
2820,entities,O,25,3,training
2821,being,O,25,3,training
2822,connected,O,25,3,training
2823,to,O,25,3,training
2824,a,O,25,3,training
2825,core,B-COMUNICAÇÃO,25,3,training
2826,network,I-COMUNICAÇÃO,25,3,training
2827,",",O,25,3,training
2828,and,O,25,3,training
2829,into,O,25,3,training
2830,at,O,25,3,training
2831,least,O,25,3,training
2832,one,O,25,3,training
2833,second,O,25,3,training
2834,CU,O,25,3,training
2835,-,O,25,3,training
2836,UP,O,25,3,training
2837,entity,O,25,3,training
2838,",",O,25,3,training
2839,connected,O,25,3,training
2840,to,O,25,3,training
2841,the,O,25,3,training
2842,CU,O,25,3,training
2843,-,O,25,3,training
2844,CP,O,25,3,training
2845,entity,O,25,3,training
2846,and,O,25,3,training
2847,to,O,25,3,training
2848,at,O,25,3,training
2849,least,O,25,3,training
2850,one,O,25,3,training
2851,DU,O,25,3,training
2852,.,O,25,3,training
2853,User,O,25,3,training
2854,data,O,25,3,training
2855,associated,O,25,3,training
2856,with,O,25,3,training
2857,a,O,25,3,training
2858,specific,O,25,3,training
2859,application,O,25,3,training
2860,is,O,25,3,training
2861,transferred,O,25,3,training
2862,between,O,25,3,training
2863,the,O,25,3,training
2864,specific,O,25,3,training
2865,application,O,25,3,training
2866,executed,O,25,3,training
2867,by,O,25,3,training
2868,one,O,25,3,training
2869,or,O,25,3,training
2870,more,O,25,3,training
2871,UEs,O,25,3,training
2872,and,O,25,3,training
2873,a,O,25,3,training
2874,specific,O,25,3,training
2875,application,B-SOFTWARE,25,3,training
2876,server,I-SOFTWARE,25,3,training
2877,hosted,O,25,3,training
2878,by,O,25,3,training
2879,a,O,25,3,training
2880,MEC,B-SOFTWARE,25,3,training
2881,platform,I-SOFTWARE,25,3,training
2882,",",O,25,3,training
2883,via,O,25,3,training
2884,a,O,25,3,training
2885,given,O,25,3,training
2886,second,O,25,3,training
2887,CU,O,25,3,training
2888,-,O,25,3,training
2889,UP,O,25,3,training
2890,entity,O,25,3,training
2891,",",O,25,3,training
2892,without,O,25,3,training
2893,passing,O,25,3,training
2894,through,O,25,3,training
2895,any,O,25,3,training
2896,core,O,25,3,training
2897,network,O,25,3,training
2898,entity,O,25,3,training
2899,or,O,25,3,training
2900,function,O,25,3,training
2901,.,O,25,3,training
2902,In,O,25,3,training
2903,a,O,25,3,training
2904,claim,O,25,3,training
2905,",",O,25,3,training
2906,the,O,25,3,training
2907,air,B-COMUNICAÇÃO,25,3,training
2908,interface,I-COMUNICAÇÃO,25,3,training
2909,is,O,25,3,training
2910,a,O,25,3,training
2911,cellular,B-COMUNICAÇÃO,25,3,training
2912,base,I-COMUNICAÇÃO,25,3,training
2913,-,I-COMUNICAÇÃO,25,3,training
2914,station,I-COMUNICAÇÃO,25,3,training
2915,-,I-COMUNICAÇÃO,25,3,training
2916,to,I-COMUNICAÇÃO,25,3,training
2917,-,I-COMUNICAÇÃO,25,3,training
2918,device,I-COMUNICAÇÃO,25,3,training
2919,air,I-COMUNICAÇÃO,25,3,training
2920,interface,I-COMUNICAÇÃO,25,3,training
2921,or,O,25,3,training
2922,a,O,25,3,training
2923,cellular,B-COMUNICAÇÃO,25,3,training
2924,device,I-COMUNICAÇÃO,25,3,training
2925,-,I-COMUNICAÇÃO,25,3,training
2926,to,I-COMUNICAÇÃO,25,3,training
2927,-,I-COMUNICAÇÃO,25,3,training
2928,device,I-COMUNICAÇÃO,25,3,training
2929,air,I-COMUNICAÇÃO,25,3,training
2930,interface,I-COMUNICAÇÃO,25,3,training
2931,.,O,25,3,training
2932,A,O,26,3,training
2933,method,O,26,3,training
2934,and,O,26,3,training
2935,apparatus,O,26,3,training
2936,for,O,26,3,training
2937,controlling,B-FUNCIONALIDADE,26,3,training
2938,a,I-FUNCIONALIDADE,26,3,training
2939,vehicle,I-FUNCIONALIDADE,26,3,training
2940,are,O,26,3,training
2941,provided,O,26,3,training
2942,.,O,26,3,training
2943,A,O,26,3,training
2944,lane,O,26,3,training
2945,in,O,26,3,training
2946,which,O,26,3,training
2947,a,O,26,3,training
2948,target,O,26,3,training
2949,vehicle,O,26,3,training
2950,is,O,26,3,training
2951,driving,O,26,3,training
2952,",",O,26,3,training
2953,and,O,26,3,training
2954,an,O,26,3,training
2955,object,O,26,3,training
2956,in,O,26,3,training
2957,a,O,26,3,training
2958,vicinity,O,26,3,training
2959,of,O,26,3,training
2960,the,O,26,3,training
2961,lane,O,26,3,training
2962,are,O,26,3,training
2963,detected,O,26,3,training
2964,from,O,26,3,training
2965,an,O,26,3,training
2966,image,O,26,3,training
2967,of,O,26,3,training
2968,surroundings,O,26,3,training
2969,of,O,26,3,training
2970,the,O,26,3,training
2971,target,O,26,3,training
2972,vehicle,O,26,3,training
2973,",",O,26,3,training
2974,a,O,26,3,training
2975,degree,O,26,3,training
2976,of,O,26,3,training
2977,danger,O,26,3,training
2978,of,O,26,3,training
2979,the,O,26,3,training
2980,object,O,26,3,training
2981,is,O,26,3,training
2982,evaluated,O,26,3,training
2983,",",O,26,3,training
2984,driving,O,26,3,training
2985,information,O,26,3,training
2986,of,O,26,3,training
2987,the,O,26,3,training
2988,target,O,26,3,training
2989,vehicle,O,26,3,training
2990,is,O,26,3,training
2991,determined,O,26,3,training
2992,based,O,26,3,training
2993,on,O,26,3,training
2994,the,O,26,3,training
2995,degree,O,26,3,training
2996,of,O,26,3,training
2997,danger,O,26,3,training
2998,",",O,26,3,training
2999,and,O,26,3,training
3000,the,O,26,3,training
3001,target,O,26,3,training
3002,vehicle,O,26,3,training
3003,is,O,26,3,training
3004,controlled,O,26,3,training
3005,based,O,26,3,training
3006,on,O,26,3,training
3007,the,O,26,3,training
3008,driving,O,26,3,training
3009,information,O,26,3,training
3010,.,O,26,3,training
3011,Provided,O,27,3,training
3012,is,O,27,3,training
3013,a,O,27,3,training
3014,content,O,27,3,training
3015,visualizing,O,27,3,training
3016,method,O,27,3,training
3017,and,O,27,3,training
3018,apparatus,O,27,3,training
3019,.,O,27,3,training
3020,The,O,27,3,training
3021,content,B-HARDWARE,27,3,training
3022,visualizing,I-HARDWARE,27,3,training
3023,apparatus,I-HARDWARE,27,3,training
3024,generates,B-FUNCIONALIDADE,27,3,training
3025,an,I-FUNCIONALIDADE,27,3,training
3026,object,I-FUNCIONALIDADE,27,3,training
3027,disposition,I-FUNCIONALIDADE,27,3,training
3028,space,I-FUNCIONALIDADE,27,3,training
3029,based,O,27,3,training
3030,on,O,27,3,training
3031,a,O,27,3,training
3032,road,O,27,3,training
3033,surface,O,27,3,training
3034,and,O,27,3,training
3035,an,O,27,3,training
3036,obstacle,O,27,3,training
3037,and,O,27,3,training
3038,determines,B-FUNCIONALIDADE,27,3,training
3039,a,I-FUNCIONALIDADE,27,3,training
3040,display,I-FUNCIONALIDADE,27,3,training
3041,position,I-FUNCIONALIDADE,27,3,training
3042,at,O,27,3,training
3043,which,O,27,3,training
3044,a,O,27,3,training
3045,graphic,O,27,3,training
3046,representation,O,27,3,training
3047,corresponding,O,27,3,training
3048,to,O,27,3,training
3049,route,O,27,3,training
3050,guidance,O,27,3,training
3051,content,O,27,3,training
3052,is,O,27,3,training
3053,visualized,O,27,3,training
3054,in,O,27,3,training
3055,the,O,27,3,training
3056,object,O,27,3,training
3057,disposition,O,27,3,training
3058,space,O,27,3,training
3059,.,O,27,3,training
3060,This,O,28,3,training
3061,disclosure,O,28,3,training
3062,describes,O,28,3,training
3063,methods,O,28,3,training
3064,for,O,28,3,training
3065,contact,O,28,3,training
3066,tracing,O,28,3,training
3067,using,O,28,3,training
3068,information,O,28,3,training
3069,from,O,28,3,training
3070,devices,O,28,3,training
3071,for,O,28,3,training
3072,near,B-COMUNICAÇÃO,28,3,training
3073,-,I-COMUNICAÇÃO,28,3,training
3074,field,I-COMUNICAÇÃO,28,3,training
3075,communications,I-COMUNICAÇÃO,28,3,training
3076,(,O,28,3,training
3077,NFC,B-COMUNICAÇÃO,28,3,training
3078,),I-COMUNICAÇÃO,28,3,training
3079,",",O,28,3,training
3080,combined,O,28,3,training
3081,with,O,28,3,training
3082,auxiliary,O,28,3,training
3083,information,O,28,3,training
3084,from,O,28,3,training
3085,other,O,28,3,training
3086,(,O,28,3,training
3087,non,O,28,3,training
3088,-,O,28,3,training
3089,NFC,O,28,3,training
3090,),O,28,3,training
3091,sensors,B-HARDWARE,28,3,training
3092,such,O,28,3,training
3093,as,O,28,3,training
3094,inertial,B-HARDWARE,28,3,training
3095,motion,I-HARDWARE,28,3,training
3096,sensors,I-HARDWARE,28,3,training
3097,(,O,28,3,training
3098,accelerometers,B-HARDWARE,28,3,training
3099,and,O,28,3,training
3100,gyroscopes,B-HARDWARE,28,3,training
3101,),O,28,3,training
3102,and,O,28,3,training
3103,magnetometers,B-HARDWARE,28,3,training
3104,.,O,28,3,training
3105,Methods,O,28,3,training
3106,using,O,28,3,training
3107,low,B-COMUNICAÇÃO,28,3,training
3108,-,I-COMUNICAÇÃO,28,3,training
3109,frequency,I-COMUNICAÇÃO,28,3,training
3110,NFC,I-COMUNICAÇÃO,28,3,training
3111,in,O,28,3,training
3112,the,O,28,3,training
3113,low,O,28,3,training
3114,MHz,O,28,3,training
3115,range,O,28,3,training
3116,of,O,28,3,training
3117,frequencies,O,28,3,training
3118,have,O,28,3,training
3119,the,O,28,3,training
3120,advantage,O,28,3,training
3121,of,O,28,3,training
3122,being,O,28,3,training
3123,robust,O,28,3,training
3124,in,O,28,3,training
3125,the,O,28,3,training
3126,presence,O,28,3,training
3127,of,O,28,3,training
3128,interfering,O,28,3,training
3129,objects,O,28,3,training
3130,",",O,28,3,training
3131,unlike,O,28,3,training
3132,other,O,28,3,training
3133,means,O,28,3,training
3134,of,O,28,3,training
3135,communication,O,28,3,training
3136,and,O,28,3,training
3137,proximity,O,28,3,training
3138,tracking,O,28,3,training
3139,using,O,28,3,training
3140,much,O,28,3,training
3141,higher,O,28,3,training
3142,frequency,O,28,3,training
3143,electromagnetic,O,28,3,training
3144,signals,O,28,3,training
3145,such,O,28,3,training
3146,as,O,28,3,training
