item	token	tag	start	end	document	partition	sentence	trainingTest
4872	and	O	299	302	43	4	130	training
4873	a	O	303	304	43	4	130	training
4874	processor	B-HARDWARE	305	314	43	4	130	training
4875	to	O	315	317	43	4	130	training
4876	convert	B-FUNCIONALIDADE	318	325	43	4	130	training
4877	the	I-FUNCIONALIDADE	326	329	43	4	130	training
4878	signal	I-FUNCIONALIDADE	330	336	43	4	130	training
4879	into	O	337	341	43	4	130	training
4880	a	O	342	343	43	4	130	training
4881	control	O	344	351	43	4	130	training
4882	command	O	352	359	43	4	130	training
4883	for	O	360	363	43	4	130	training
4884	a	O	364	365	43	4	130	training
4885	powertrain	O	366	376	43	4	130	training
4886	to	O	377	379	43	4	130	training
4887	move	B-FUNCIONALIDADE	380	384	43	4	130	training
4888	the	I-FUNCIONALIDADE	385	388	43	4	130	training
4889	vehicle	I-FUNCIONALIDADE	389	396	43	4	130	training
4890	. 	O	396	397	43	4	130	training
5123	Embodiments	O	0	16	46	4	138	training
5124	of	O	17	19	46	4	138	training
5125	a	O	20	21	46	4	138	training
5126	smart	B-HARDWARE	22	27	46	4	138	training
5127	mobility	I-HARDWARE	28	36	46	4	138	training
5128	aid	I-HARDWARE	37	40	46	4	138	training
5129	device	I-HARDWARE	41	47	46	4	138	training
5130	may	O	48	51	46	4	138	training
5131	have	O	52	56	46	4	138	training
5132	sensors	B-HARDWARE	57	64	46	4	138	training
5133	to	O	65	67	46	4	138	training
5134	collect	O	68	75	46	4	138	training
5135	,	O	75	76	46	4	138	training
5136	monitor	O	77	84	46	4	138	training
5137	,	O	84	85	46	4	138	training
5138	analyze	O	86	93	46	4	138	training
5139	and	O	94	97	46	4	138	training
5140	represent	B-FUNCIONALIDADE	98	107	46	4	138	training
5141	data	I-FUNCIONALIDADE	108	112	46	4	138	training
5142	including	O	113	122	46	4	138	training
5143	but	O	123	126	46	4	138	training
5144	not	O	127	130	46	4	138	training
5145	limited	O	131	138	46	4	138	training
5146	to	O	139	141	46	4	138	training
5147	activity	O	142	150	46	4	138	training
5148	tracking	O	151	159	46	4	138	training
5149	,	O	159	160	46	4	138	training
5150	biometrics	O	161	171	46	4	138	training
5151	and	O	172	175	46	4	138	training
5152	safety	O	176	182	46	4	138	training
5153	and	O	183	186	46	4	138	training
5154	emergency	O	187	196	46	4	138	training
5155	features	O	197	205	46	4	138	training
5156	. 	O	205	206	46	4	138	training
5157	The	O	207	210	46	4	139	training
5158	activity	O	211	219	46	4	139	training
5159	tracking	O	220	228	46	4	139	training
5160	include	O	229	236	46	4	139	training
5161	number	O	237	243	46	4	139	training
5162	of	O	244	246	46	4	139	training
5163	steps	O	247	252	46	4	139	training
5164	,	O	252	253	46	4	139	training
5165	miles	O	254	259	46	4	139	training
5166	,	O	259	260	46	4	139	training
5167	and	O	261	264	46	4	139	training
5168	activity	O	265	273	46	4	139	training
5169	speed	O	274	279	46	4	139	training
5170	,	O	279	280	46	4	139	training
5171	user	O	281	285	46	4	139	training
5172	pressure	O	286	294	46	4	139	training
5173	on	O	295	297	46	4	139	training
5174	a	O	298	299	46	4	139	training
5175	device	O	300	306	46	4	139	training
5176	,	O	306	307	46	4	139	training
5177	activity	O	308	316	46	4	139	training
5178	types	O	317	322	46	4	139	training
5179	and	O	323	326	46	4	139	training
5180	analysis	O	327	335	46	4	139	training
5181	. 	O	335	336	46	4	139	training
5182	The	O	337	340	46	4	140	training
5183	user	O	341	345	46	4	140	training
5184	biometric	O	346	355	46	4	140	training
5185	data	O	356	360	46	4	140	training
5186	includes	O	361	369	46	4	140	training
5187	but	O	370	373	46	4	140	training
5188	is	O	374	376	46	4	140	training
5189	not	O	377	380	46	4	140	training
5190	limited	O	381	388	46	4	140	training
5191	to	O	389	391	46	4	140	training
5192	blood	O	392	397	46	4	140	training
5193	work	O	398	402	46	4	140	training
5194	,	O	402	403	46	4	140	training
5195	blood	O	404	409	46	4	140	training
5196	pressure	O	410	418	46	4	140	training
5197	,	O	418	419	46	4	140	training
5198	blood	O	420	425	46	4	140	training
5199	sugar	O	426	431	46	4	140	training
5200	,	O	431	432	46	4	140	training
5201	heart	O	433	438	46	4	140	training
5202	rate	O	439	443	46	4	140	training
5203	,	O	443	444	46	4	140	training
5204	oxygen	O	445	451	46	4	140	training
5205	level	O	452	457	46	4	140	training
5206	/	O	457	458	46	4	140	training
5207	rate	O	458	462	46	4	140	training
5208	,	O	462	463	46	4	140	training
5209	ECG	O	464	467	46	4	140	training
5210	,	O	467	468	46	4	140	training
5211	EMG	O	469	472	46	4	140	training
5212	,	O	472	473	46	4	140	training
5213	muscle	O	474	480	46	4	140	training
5214	strain	O	481	487	46	4	140	training
5215	,	O	487	488	46	4	140	training
5216	humidity	O	489	497	46	4	140	training
5217	,	O	497	498	46	4	140	training
5218	UV	O	499	501	46	4	140	training
5219	,	O	501	502	46	4	140	training
5220	body	O	503	507	46	4	140	training
5221	temperature	O	508	519	46	4	140	training
5222	. 	O	519	520	46	4	140	training
5223	Additional	O	521	531	46	4	141	training
5224	features	O	532	540	46	4	141	training
5225	include	O	541	548	46	4	141	training
5226	an	O	549	551	46	4	141	training
5227	emergency	O	552	561	46	4	141	training
5228	button	O	562	568	46	4	141	training
5229	,	O	568	569	46	4	141	training
5230	fall	O	570	574	46	4	141	training
5231	detection	O	575	584	46	4	141	training
5232	,	O	584	585	46	4	141	training
5233	warnings	O	586	594	46	4	141	training
5234	,	O	594	595	46	4	141	training
5235	and	O	596	599	46	4	141	training
5236	user	O	600	604	46	4	141	training
5237	pattern	O	605	612	46	4	141	training
5238	analysis	O	613	621	46	4	141	training
5239	changes	O	622	629	46	4	141	training
5240	. 	O	629	630	46	4	141	training
5241	The	O	631	634	46	4	142	training
5242	mobility	B-HARDWARE	635	643	46	4	142	training
5243	aid	I-HARDWARE	644	647	46	4	142	training
5244	device	I-HARDWARE	648	654	46	4	142	training
5245	is	O	655	657	46	4	142	training
5246	connected	O	658	667	46	4	142	training
5247	to	O	668	670	46	4	142	training
5248	other	O	671	676	46	4	142	training
5249	smart	B-HARDWARE	677	682	46	4	142	training
5250	electronic	I-HARDWARE	683	693	46	4	142	training
5251	devices	I-HARDWARE	694	701	46	4	142	training
5252	and	O	702	705	46	4	142	training
5253	/	O	705	706	46	4	142	training
5254	or	O	706	708	46	4	142	training
5255	the	O	709	712	46	4	142	training
5256	Internet	B-COMUNICAÇÃO	713	721	46	4	142	training
5257	using	O	722	727	46	4	142	training
5258	but	O	728	731	46	4	142	training
5259	not	O	732	735	46	4	142	training
5260	limited	O	736	743	46	4	142	training
5261	to	O	744	746	46	4	142	training
5262	Bluetooth	B-COMUNICAÇÃO	747	756	46	4	142	training
5263	,	O	756	757	46	4	142	training
5264	Wi	B-COMUNICAÇÃO	758	760	46	4	142	training
5265	-	I-COMUNICAÇÃO	760	761	46	4	142	training
5266	Fi	I-COMUNICAÇÃO	761	763	46	4	142	training
5267	,	O	763	764	46	4	142	training
5268	and	O	765	768	46	4	142	training
5269	or	O	769	771	46	4	142	training
5270	/	O	771	772	46	4	142	training
5271	and	O	772	775	46	4	142	training
5272	SIM	B-HARDWARE	776	779	46	4	142	training
5273	card	I-HARDWARE	780	784	46	4	142	training
5274	. 	O	784	785	46	4	142	training
5275	The	O	786	789	46	4	143	training
5276	device	O	790	796	46	4	143	training
5277	gives	B-FUNCIONALIDADE	797	802	46	4	143	training
5278	the	I-FUNCIONALIDADE	803	806	46	4	143	training
5279	user	I-FUNCIONALIDADE	807	811	46	4	143	training
5280	or	I-FUNCIONALIDADE	812	814	46	4	143	training
5281	/	I-FUNCIONALIDADE	814	815	46	4	143	training
5282	and	I-FUNCIONALIDADE	815	818	46	4	143	training
5283	caregiver	I-FUNCIONALIDADE	819	828	46	4	143	training
5284	live	I-FUNCIONALIDADE	829	833	46	4	143	training
5285	feedback	I-FUNCIONALIDADE	834	842	46	4	143	training
5286	about	O	843	848	46	4	143	training
5287	user	O	849	853	46	4	143	training
5288	health	O	854	860	46	4	143	training
5289	metrics	O	861	868	46	4	143	training
5290	and	O	869	872	46	4	143	training
5291	status	O	873	879	46	4	143	training
5292	using	O	880	885	46	4	143	training
5293	a	O	886	887	46	4	143	training
5294	data	O	888	892	46	4	143	training
5295	representation	O	893	907	46	4	143	training
5296	method	O	908	914	46	4	143	training
5297	. 	O	914	915	46	4	143	training
6663	Devices	O	0	12	58	4	169	training
6664	,	O	12	13	58	4	169	training
6665	system	O	14	20	58	4	169	training
6666	,	O	20	21	58	4	169	training
6667	and	O	22	25	58	4	169	training
6668	method	O	26	32	58	4	169	training
6669	of	O	33	35	58	4	169	training
6670	vehicular	B-COMUNICAÇÃO	36	45	58	4	169	training
6671	multiple	I-COMUNICAÇÃO	46	54	58	4	169	training
6672	-	I-COMUNICAÇÃO	54	55	58	4	169	training
6673	link	I-COMUNICAÇÃO	55	59	58	4	169	training
6674	wireless	I-COMUNICAÇÃO	60	68	58	4	169	training
6675	communication	I-COMUNICAÇÃO	69	82	58	4	169	training
6676	. 	O	82	83	58	4	169	training
6677	A	O	84	85	58	4	170	training
6678	vehicular	B-HARDWARE	86	95	58	4	170	training
6679	communication	I-HARDWARE	96	109	58	4	170	training
6680	bonding	I-HARDWARE	110	117	58	4	170	training
6681	unit	I-HARDWARE	118	122	58	4	170	training
6682	creates	B-FUNCIONALIDADE	123	130	58	4	170	training
6683	a	I-FUNCIONALIDADE	131	132	58	4	170	training
6684	bonded	I-FUNCIONALIDADE	133	139	58	4	170	training
6685	wireless	I-FUNCIONALIDADE	140	148	58	4	170	training
6686	communication	I-FUNCIONALIDADE	149	162	58	4	170	training
6687	connection	O	163	173	58	4	170	training
6688	that	O	174	178	58	4	170	training
6689	transports	B-FUNCIONALIDADE	179	189	58	4	170	training
6690	data	I-FUNCIONALIDADE	190	194	58	4	170	training
6691	-	I-FUNCIONALIDADE	194	195	58	4	170	training
6692	packets	I-FUNCIONALIDADE	195	202	58	4	170	training
6693	of	O	203	205	58	4	170	training
6694	a	O	206	207	58	4	170	training
6695	source	O	208	214	58	4	170	training
6696	data	O	215	219	58	4	170	training
6697	-	O	219	220	58	4	170	training
6698	stream	O	220	226	58	4	170	training
6699	from	O	227	231	58	4	170	training
6700	a	O	232	233	58	4	170	training
6701	remote	B-SOFTWARE	234	240	58	4	170	training
6702	server	I-SOFTWARE	241	247	58	4	170	training
6703	to	O	248	250	58	4	170	training
6704	a	O	251	252	58	4	170	training
6705	vehicular	B-HARDWARE	253	262	58	4	170	training
6706	transceiver	I-HARDWARE	263	274	58	4	170	training
6707	,	O	274	275	58	4	170	training
6708	by	O	276	278	58	4	170	training
6709	transporting	B-FUNCIONALIDADE	279	291	58	4	170	training
6710	the	I-FUNCIONALIDADE	292	295	58	4	170	training
6711	data	I-FUNCIONALIDADE	296	300	58	4	170	training
6712	-	I-FUNCIONALIDADE	300	301	58	4	170	training
6713	packets	I-FUNCIONALIDADE	301	308	58	4	170	training
6714	over	O	309	313	58	4	170	training
6715	at	O	314	316	58	4	170	training
6716	least	O	317	322	58	4	170	training
6717	two	O	323	326	58	4	170	training
6718	wireless	B-COMUNICAÇÃO	327	335	58	4	170	training
6719	communication	I-COMUNICAÇÃO	336	349	58	4	170	training
6720	links	I-COMUNICAÇÃO	350	355	58	4	170	training
6721	. 	O	355	356	58	4	170	training
6722	The	O	357	360	58	4	171	training
6723	vehicular	B-HARDWARE	361	370	58	4	171	training
6724	communication	I-HARDWARE	371	384	58	4	171	training
6725	bonding	I-HARDWARE	385	392	58	4	171	training
6726	unit	I-HARDWARE	393	397	58	4	171	training
6727	utilizes	O	398	406	58	4	171	training
6728	a	O	407	408	58	4	171	training
6729	vehicular	B-HARDWARE	409	418	58	4	171	training
6730	cellular	I-HARDWARE	419	427	58	4	171	training
6731	transceiver	I-HARDWARE	428	439	58	4	171	training
6732	to	O	440	442	58	4	171	training
6733	receive	B-FUNCIONALIDADE	443	450	58	4	171	training
6734	a	I-FUNCIONALIDADE	451	452	58	4	171	training
6735	first	I-FUNCIONALIDADE	453	458	58	4	171	training
6736	batch	I-FUNCIONALIDADE	459	464	58	4	171	training
6737	of	I-FUNCIONALIDADE	465	467	58	4	171	training
6738	the	I-FUNCIONALIDADE	468	471	58	4	171	training
6739	data	I-FUNCIONALIDADE	472	476	58	4	171	training
6740	-	I-FUNCIONALIDADE	476	477	58	4	171	training
6741	packets	I-FUNCIONALIDADE	477	484	58	4	171	training
6742	over	O	485	489	58	4	171	training
6743	a	O	490	491	58	4	171	training
6744	first	O	492	497	58	4	171	training
6745	cellular	B-COMUNICAÇÃO	498	506	58	4	171	training
6746	communication	I-COMUNICAÇÃO	507	520	58	4	171	training
6747	link	I-COMUNICAÇÃO	521	525	58	4	171	training
6748	that	O	526	530	58	4	171	training
6749	connects	O	531	539	58	4	171	training
6750	between	O	540	547	58	4	171	training
6751	the	O	548	551	58	4	171	training
6752	vehicular	B-HARDWARE	552	561	58	4	171	training
6753	cellular	I-HARDWARE	562	570	58	4	171	training
6754	transceiver	I-HARDWARE	571	582	58	4	171	training
6755	and	O	583	586	58	4	171	training
6756	the	O	587	590	58	4	171	training
6757	remote	B-SOFTWARE	591	597	58	4	171	training
6758	server	I-SOFTWARE	598	604	58	4	171	training
6759	. 	O	604	605	58	4	171	training
6760	The	O	606	609	58	4	172	training
6761	vehicular	B-HARDWARE	610	619	58	4	172	training
6762	communication	I-HARDWARE	620	633	58	4	172	training
6763	bonding	I-HARDWARE	634	641	58	4	172	training
6764	unit	I-HARDWARE	642	646	58	4	172	training
6765	further	O	647	654	58	4	172	training
6766	utilizes	O	655	663	58	4	172	training
6767	least	O	664	669	58	4	172	training
6768	one	O	670	673	58	4	172	training
6769	end	O	674	677	58	4	172	training
6770	-	O	677	678	58	4	172	training
6771	user	O	678	682	58	4	172	training
6772	device	O	683	689	58	4	172	training
6773	,	O	689	690	58	4	172	training
6774	of	O	691	693	58	4	172	training
6775	an	O	694	696	58	4	172	training
6776	occupant	B-PESSOA	697	705	58	4	172	training
6777	of	I-PESSOA	706	708	58	4	172	training
6778	a	I-PESSOA	709	710	58	4	172	training
6779	vehicle	I-PESSOA	711	718	58	4	172	training
6780	,	O	718	719	58	4	172	training
6781	to	O	720	722	58	4	172	training
6782	receive	B-FUNCIONALIDADE	723	730	58	4	172	training
6783	a	I-FUNCIONALIDADE	731	732	58	4	172	training
6784	second	I-FUNCIONALIDADE	733	739	58	4	172	training
6785	batch	I-FUNCIONALIDADE	740	745	58	4	172	training
6786	of	I-FUNCIONALIDADE	746	748	58	4	172	training
6787	the	I-FUNCIONALIDADE	749	752	58	4	172	training
6788	data	I-FUNCIONALIDADE	753	757	58	4	172	training
6789	-	I-FUNCIONALIDADE	757	758	58	4	172	training
6790	packets	I-FUNCIONALIDADE	758	765	58	4	172	training
6791	of	O	766	768	58	4	172	training
6792	the	O	769	772	58	4	172	training
6793	particular	O	773	783	58	4	172	training
6794	data	O	784	788	58	4	172	training
6795	-	O	788	789	58	4	172	training
6796	stream	O	789	795	58	4	172	training
6797	,	O	795	796	58	4	172	training
6798	over	O	797	801	58	4	172	training
6799	a	O	802	803	58	4	172	training
6800	second	O	804	810	58	4	172	training
6801	cellular	B-COMUNICAÇÃO	811	819	58	4	172	training
6802	communication	I-COMUNICAÇÃO	820	833	58	4	172	training
6803	link	I-COMUNICAÇÃO	834	838	58	4	172	training
6804	that	O	839	843	58	4	172	training
6805	connects	O	844	852	58	4	172	training
6806	between	O	853	860	58	4	172	training
6807	the	O	861	864	58	4	172	training
6808	end	O	865	868	58	4	172	training
6809	-	O	868	869	58	4	172	training
6810	user	O	869	873	58	4	172	training
6811	device	O	874	880	58	4	172	training
6812	and	O	881	884	58	4	172	training
6813	the	O	885	888	58	4	172	training
6814	remote	B-SOFTWARE	889	895	58	4	172	training
6815	server	I-SOFTWARE	896	902	58	4	172	training
6816	. 	O	902	903	58	4	172	training
7391	In	O	0	7	65	4	187	training
7392	general	O	8	15	65	4	187	training
7393	,	O	15	16	65	4	187	training
7394	systems	O	17	24	65	4	187	training
7395	and	O	25	28	65	4	187	training
7396	methods	O	29	36	65	4	187	training
7397	for	O	37	40	65	4	187	training
7398	patient	O	41	48	65	4	187	training
7399	monitoring	O	49	59	65	4	187	training
7400	using	O	60	65	65	4	187	training
7401	drug	B-HARDWARE	66	70	65	4	187	training
7402	administration	I-HARDWARE	71	85	65	4	187	training
7403	devices	I-HARDWARE	86	93	65	4	187	training
7404	are	O	94	97	65	4	187	training
7405	provided	O	98	106	65	4	187	training
7406	. 	O	106	107	65	4	187	training
7570	An	O	0	7	68	4	193	training
7571	apparatus	O	8	17	68	4	193	training
7572	for	O	18	21	68	4	193	training
7573	managing	B-FUNCIONALIDADE	22	30	68	4	193	training
7574	a	I-FUNCIONALIDADE	31	32	68	4	193	training
7575	shared	I-FUNCIONALIDADE	33	39	68	4	193	training
7576	personal	I-FUNCIONALIDADE	40	48	68	4	193	training
7577	mobility	I-FUNCIONALIDADE	49	57	68	4	193	training
7578	(	I-FUNCIONALIDADE	58	59	68	4	193	training
7579	PM	I-FUNCIONALIDADE	59	61	68	4	193	training
7580	)	I-FUNCIONALIDADE	61	62	68	4	193	training
7581	vehicle	I-FUNCIONALIDADE	63	70	68	4	193	training
7582	comprises	O	71	80	68	4	193	training
7583	a	O	81	82	68	4	193	training
7584	battery	B-HARDWARE	83	90	68	4	193	training
7585	unit	I-HARDWARE	91	95	68	4	193	training
7586	configured	O	96	106	68	4	193	training
7587	to	O	107	109	68	4	193	training
7588	supply	B-FUNCIONALIDADE	110	116	68	4	193	training
7589	power	I-FUNCIONALIDADE	117	122	68	4	193	training
7590	,	O	122	123	68	4	193	training
7591	a	O	124	125	68	4	193	training
7592	communication	B-HARDWARE	126	139	68	4	193	training
7593	unit	I-HARDWARE	140	144	68	4	193	training
7594	configured	O	145	155	68	4	193	training
7595	to	O	156	158	68	4	193	training
7596	communicate	B-FUNCIONALIDADE	159	170	68	4	193	training
7597	with	I-FUNCIONALIDADE	171	175	68	4	193	training
7598	a	I-FUNCIONALIDADE	176	177	68	4	193	training
7599	server	I-FUNCIONALIDADE	178	184	68	4	193	training
7600	and	O	185	188	68	4	193	training
7601	road	O	189	193	68	4	193	training
7602	side	O	194	198	68	4	193	training
7603	units	O	199	204	68	4	193	training
7604	,	O	204	205	68	4	193	training
7605	and	O	206	209	68	4	193	training
7606	a	O	210	211	68	4	193	training
7607	control	B-HARDWARE	212	219	68	4	193	training
7608	unit	I-HARDWARE	220	224	68	4	193	training
7609	configured	O	225	235	68	4	193	training
7610	to	O	236	238	68	4	193	training
7611	determine	B-FUNCIONALIDADE	239	248	68	4	193	training
7612	whether	I-FUNCIONALIDADE	249	256	68	4	193	training
7613	to	I-FUNCIONALIDADE	257	259	68	4	193	training
7614	manage	I-FUNCIONALIDADE	260	266	68	4	193	training
7615	a	I-FUNCIONALIDADE	267	268	68	4	193	training
7616	PM	I-FUNCIONALIDADE	269	271	68	4	193	training
7617	vehicle	I-FUNCIONALIDADE	272	279	68	4	193	training
7618	based	O	280	285	68	4	193	training
7619	on	O	286	288	68	4	193	training
7620	at	O	289	291	68	4	193	training
7621	least	O	292	297	68	4	193	training
7622	one	O	298	301	68	4	193	training
7623	of	O	302	304	68	4	193	training
7624	a	O	305	306	68	4	193	training
7625	position	O	307	315	68	4	193	training
7626	,	O	315	316	68	4	193	training
7627	a	O	317	318	68	4	193	training
7628	position	O	319	327	68	4	193	training
7629	change	O	328	334	68	4	193	training
7630	,	O	334	335	68	4	193	training
7631	and	O	336	339	68	4	193	training
7632	a	O	340	341	68	4	193	training
7633	battery	O	342	349	68	4	193	training
7634	charge	O	350	356	68	4	193	training
7635	amount	O	357	363	68	4	193	training
7636	of	O	364	366	68	4	193	training
7637	the	O	367	370	68	4	193	training
7638	PM	O	371	373	68	4	193	training
7639	vehicle	O	374	381	68	4	193	training
7640	and	O	382	385	68	4	193	training
7641	transmit	B-FUNCIONALIDADE	386	394	68	4	193	training
7642	a	I-FUNCIONALIDADE	395	396	68	4	193	training
7643	management	I-FUNCIONALIDADE	397	407	68	4	193	training
7644	notification	I-FUNCIONALIDADE	408	420	68	4	193	training
7645	message	I-FUNCIONALIDADE	421	428	68	4	193	training
7646	to	O	429	431	68	4	193	training
7647	the	O	432	435	68	4	193	training
7648	server	O	436	442	68	4	193	training
7649	. 	O	442	443	68	4	193	training
7842	Method	O	0	11	71	4	199	training
7843	and	O	12	15	71	4	199	training
7844	apparatus	O	16	25	71	4	199	training
7845	for	O	26	29	71	4	199	training
7846	providing	B-FUNCIONALIDADE	30	39	71	4	199	training
7847	traffic	I-FUNCIONALIDADE	40	47	71	4	199	training
7848	information	I-FUNCIONALIDADE	48	59	71	4	199	training
7849	to	O	60	62	71	4	199	training
7850	personal	O	63	71	71	4	199	training
7851	mobility	O	72	80	71	4	199	training
7852	(	O	81	82	71	4	199	training
7853	PM	O	82	84	71	4	199	training
7854	)	O	84	85	71	4	199	training
7855	vehicle	O	86	93	71	4	199	training
7856	are	O	94	97	71	4	199	training
7857	provided	O	98	106	71	4	199	training
7858	. 	O	106	107	71	4	199	training
7859	A	O	108	109	71	4	200	training
7860	computer	B-SOFTWARE	110	118	71	4	200	training
7861	implemented	I-SOFTWARE	119	130	71	4	200	training
7862	method	I-SOFTWARE	131	137	71	4	200	training
7863	includes	O	138	146	71	4	200	training
7864	receiving	O	147	156	71	4	200	training
7865	,	O	156	157	71	4	200	training
7866	from	O	158	162	71	4	200	training
7867	a	O	163	164	71	4	200	training
7868	PM	O	165	167	71	4	200	training
7869	vehicle	O	168	175	71	4	200	training
7870	,	O	175	176	71	4	200	training
7871	at	O	177	179	71	4	200	training
7872	least	O	180	185	71	4	200	training
7873	one	O	186	189	71	4	200	training
7874	of	O	190	192	71	4	200	training
7875	Received	O	193	201	71	4	200	training
7876	Signal	O	202	208	71	4	200	training
7877	Strength	O	209	217	71	4	200	training
7878	Indicators	O	218	228	71	4	200	training
7879	(	O	229	230	71	4	200	training
7880	RSSIs	O	230	235	71	4	200	training
7881	)	O	235	236	71	4	200	training
7882	or	O	237	239	71	4	200	training
7883	Time	O	240	244	71	4	200	training
7884	-	O	244	245	71	4	200	training
7885	of	O	245	247	71	4	200	training
7886	-	O	247	248	71	4	200	training
7887	Flight	O	248	254	71	4	200	training
7888	(	O	255	256	71	4	200	training
7889	ToF	O	256	259	71	4	200	training
7890	)	O	259	260	71	4	200	training
7891	values	O	261	267	71	4	200	training
7892	of	O	268	270	71	4	200	training
7893	vehicle	O	271	278	71	4	200	training
7894	-	O	278	279	71	4	200	training
7895	to	O	279	281	71	4	200	training
7896	-	O	281	282	71	4	200	training
7897	everything	O	282	292	71	4	200	training
7898	messages	O	293	301	71	4	200	training
7899	(	O	302	303	71	4	200	training
7900	V2X	O	303	306	71	4	200	training
7901	messages	O	307	315	71	4	200	training
7902	)	O	315	316	71	4	200	training
7903	generated	O	317	326	71	4	200	training
7904	from	O	327	331	71	4	200	training
7905	roadside	B-HARDWARE	332	340	71	4	200	training
7906	units	I-HARDWARE	341	346	71	4	200	training
7907	(	O	347	348	71	4	200	training
7908	RSUs	O	348	352	71	4	200	training
7909	)	O	352	353	71	4	200	training
7910	and	O	354	357	71	4	200	training
7911	received	O	358	366	71	4	200	training
7912	by	O	367	369	71	4	200	training
7913	the	O	370	373	71	4	200	training
7914	PM	O	374	376	71	4	200	training
7915	vehicle	O	377	384	71	4	200	training
7916	,	O	384	385	71	4	200	training
7917	and	O	386	389	71	4	200	training
7918	receiving	B-FUNCIONALIDADE	390	399	71	4	200	training
7919	identification	I-FUNCIONALIDADE	400	414	71	4	200	training
7920	information	I-FUNCIONALIDADE	415	426	71	4	200	training
7921	and	O	427	430	71	4	200	training
7922	transmission	O	431	443	71	4	200	training
7923	time	O	444	448	71	4	200	training
7924	points	O	449	455	71	4	200	training
7925	included	O	456	464	71	4	200	training
7926	in	O	465	467	71	4	200	training
7927	the	O	468	471	71	4	200	training
7928	V2X	O	472	475	71	4	200	training
7929	messages	O	476	484	71	4	200	training
7930	. 	O	484	485	71	4	200	training
7931	A	O	486	487	71	4	201	training
7932	position	O	488	496	71	4	201	training
7933	and	O	497	500	71	4	201	training
7934	a	O	501	502	71	4	201	training
7935	prediction	O	503	513	71	4	201	training
7936	route	O	514	519	71	4	201	training
7937	of	O	520	522	71	4	201	training
7938	the	O	523	526	71	4	201	training
7939	PM	O	527	529	71	4	201	training
7940	vehicle	O	530	537	71	4	201	training
7941	are	O	538	541	71	4	201	training
7942	deduced	O	542	549	71	4	201	training
7943	based	O	550	555	71	4	201	training
7944	on	O	556	558	71	4	201	training
7945	at	O	559	561	71	4	201	training
7946	least	O	562	567	71	4	201	training
7947	one	O	568	571	71	4	201	training
7948	of	O	572	574	71	4	201	training
7949	the	O	575	578	71	4	201	training
7950	RSSIs	O	579	584	71	4	201	training
7951	or	O	585	587	71	4	201	training
7952	the	O	588	591	71	4	201	training
7953	ToF	O	592	595	71	4	201	training
7954	values	O	596	602	71	4	201	training
7955	,	O	602	603	71	4	201	training
7956	the	O	604	607	71	4	201	training
7957	identification	O	608	622	71	4	201	training
7958	information	O	623	634	71	4	201	training
7959	,	O	634	635	71	4	201	training
7960	and	O	636	639	71	4	201	training
7961	the	O	640	643	71	4	201	training
7962	transmission	O	644	656	71	4	201	training
7963	time	O	657	661	71	4	201	training
7964	points	O	662	668	71	4	201	training
7965	. 	O	668	669	71	4	201	training
7966	Then	O	670	674	71	4	202	training
7967	,	O	674	675	71	4	202	training
7968	one	O	676	679	71	4	202	training
7969	or	O	680	682	71	4	202	training
7970	more	O	683	687	71	4	202	training
7971	essential	O	688	697	71	4	202	training
7972	traffic	O	698	705	71	4	202	training
7973	lights	O	706	712	71	4	202	training
7974	among	O	713	718	71	4	202	training
7975	a	O	719	720	71	4	202	training
7976	plurality	O	721	730	71	4	202	training
7977	of	O	731	733	71	4	202	training
7978	traffic	O	734	741	71	4	202	training
7979	lights	O	742	748	71	4	202	training
7980	are	O	749	752	71	4	202	training
7981	determined	O	753	763	71	4	202	training
7982	according	O	764	773	71	4	202	training
7983	to	O	774	776	71	4	202	training
7984	the	O	777	780	71	4	202	training
7985	position	O	781	789	71	4	202	training
7986	and	O	790	793	71	4	202	training
7987	the	O	794	797	71	4	202	training
7988	prediction	O	798	808	71	4	202	training
7989	route	O	809	814	71	4	202	training
7990	of	O	815	817	71	4	202	training
7991	the	O	818	821	71	4	202	training
7992	PM	O	822	824	71	4	202	training
7993	vehicle	O	825	832	71	4	202	training
7994	and	O	833	836	71	4	202	training
7995	identification	O	837	851	71	4	202	training
7996	information	O	852	863	71	4	202	training
7997	of	O	864	866	71	4	202	training
7998	the	O	867	870	71	4	202	training
7999	one	O	871	874	71	4	202	training
8000	or	O	875	877	71	4	202	training
8001	more	O	878	882	71	4	202	training
8002	essential	O	883	892	71	4	202	training
8003	traffic	O	893	900	71	4	202	training
8004	lights	O	901	907	71	4	202	training
8005	is	O	908	910	71	4	202	training
8006	transmitted	O	911	922	71	4	202	training
8007	to	O	923	925	71	4	202	training
8008	the	O	926	929	71	4	202	training
8009	PM	O	930	932	71	4	202	training
8010	vehicle	O	933	940	71	4	202	training
8011	. 	O	940	941	71	4	202	training
10415	Aspects	O	0	13	91	4	251	training
10416	described	O	14	23	91	4	251	training
10417	herein	O	24	30	91	4	251	training
10418	provide	O	31	38	91	4	251	training
10419	sensor	O	39	45	91	4	251	training
10420	data	O	46	50	91	4	251	training
10421	stream	O	51	57	91	4	251	training
10422	processing	O	58	68	91	4	251	training
10423	for	O	69	72	91	4	251	training
10424	enabling	O	73	81	91	4	251	training
10425	camera	B-HARDWARE	82	88	91	4	251	training
10426	/	O	88	89	91	4	251	training
