item,token,tag,sentence,start,end,document,partition,trainingTest
2813,a,O,97,141,142,26,7,training
2814,moving,O,97,143,149,26,7,training
2815,vehicle,O,97,150,157,26,7,training
2816,.,O,97,157,158,26,7,training
2817,The,O,98,0,3,26,7,training
2818,method,O,98,4,10,26,7,training
2819,comprises,O,98,11,20,26,7,training
2820,obtaining,O,98,21,30,26,7,training
2821,a,O,98,31,32,26,7,training
2822,driving,O,98,33,40,26,7,training
2823,path,B-SOFTWARE,98,41,45,26,7,training
2824,of,I-SOFTWARE,98,46,48,26,7,training
2825,the,I-SOFTWARE,98,49,52,26,7,training
2826,vehicle,O,98,53,60,26,7,training
2827,that,O,98,61,65,26,7,training
2828,comprises,B-FUNCIONALIDADE,98,66,75,26,7,training
2829,a,I-FUNCIONALIDADE,98,76,77,26,7,training
2830,future,I-FUNCIONALIDADE,98,78,84,26,7,training
2831,sub,I-FUNCIONALIDADE,98,85,88,26,7,training
2832,-,I-FUNCIONALIDADE,98,88,89,26,7,training
2833,path,I-FUNCIONALIDADE,98,89,93,26,7,training
2834,that,O,98,94,98,26,7,training
2835,the,O,98,99,102,26,7,training
2836,vehicle,O,98,103,110,26,7,training
2837,is,O,98,111,113,26,7,training
2838,expected,O,98,114,122,26,7,training
2839,to,O,98,123,125,26,7,training
2840,arrive,O,98,126,132,26,7,training
2841,to,O,98,133,135,26,7,training
2842,at,O,98,136,138,26,7,training
2843,a,O,98,139,140,26,7,training
2844,future,O,98,141,147,26,7,training
2845,time,O,98,148,152,26,7,training
2846,",",O,98,152,153,26,7,training
2847,an,O,98,154,156,26,7,training
2848,estimated,O,98,157,166,26,7,training
2849,time,O,98,167,171,26,7,training
2850,-,O,98,171,172,26,7,training
2851,window,O,98,172,178,26,7,training
2852,the,O,98,179,182,26,7,training
2853,vehicle,B-FUNCIONALIDADE,98,183,190,26,7,training
2854,is,I-FUNCIONALIDADE,98,191,193,26,7,training
2855,expected,I-FUNCIONALIDADE,98,194,202,26,7,training
2856,to,O,98,203,205,26,7,training
2857,be,O,98,206,208,26,7,training
2858,located,O,98,209,216,26,7,training
2859,thereon,O,98,217,224,26,7,training
2860,",",O,98,224,225,26,7,training
2861,and,O,98,226,229,26,7,training
2862,air,O,98,230,233,26,7,training
2863,pollution,O,98,234,243,26,7,training
2864,data,O,98,244,248,26,7,training
2865,of,O,98,249,251,26,7,training
2866,the,O,98,252,255,26,7,training
2867,driving,O,98,256,263,26,7,training
2868,path,O,98,264,268,26,7,training
2869,that,O,98,269,273,26,7,training
2870,comprises,O,98,274,283,26,7,training
2871,an,O,98,284,286,26,7,training
2872,air,O,98,287,290,26,7,training
2873,pollution,O,98,291,300,26,7,training
2874,level,O,98,301,306,26,7,training
2875,at,O,98,307,309,26,7,training
2876,the,O,98,310,313,26,7,training
2877,future,O,98,314,320,26,7,training
2878,sub,O,98,321,324,26,7,training
2879,-,O,98,324,325,26,7,training
2880,path,O,98,325,329,26,7,training
2881,.,O,98,329,330,26,7,training
2882,In,O,99,0,2,26,7,training
2883,response,O,99,3,11,26,7,training
2884,to,O,99,12,14,26,7,training
2885,predicting,O,99,15,25,26,7,training
2886,",",O,99,25,26,26,7,training
2887,based,O,99,27,32,26,7,training
2888,on,O,99,33,35,26,7,training
2889,the,B-SOFTWARE,99,36,39,26,7,training
2890,air,I-SOFTWARE,99,40,43,26,7,training
2891,pollution,I-SOFTWARE,99,44,53,26,7,training
2892,data,I-SOFTWARE,99,54,58,26,7,training
2893,and,O,99,59,62,26,7,training
2894,the,O,99,63,66,26,7,training
2895,driving,B-FUNCIONALIDADE,99,67,74,26,7,training
2896,path,I-FUNCIONALIDADE,99,75,79,26,7,training
2897,",",I-FUNCIONALIDADE,99,79,80,26,7,training
2898,that,I-FUNCIONALIDADE,99,81,85,26,7,training
2899,the,I-FUNCIONALIDADE,99,86,89,26,7,training
2900,vehicle,O,99,90,97,26,7,training
2901,is,O,99,98,100,26,7,training
2902,about,O,99,101,106,26,7,training
2903,to,O,99,107,109,26,7,training
2904,encounter,O,99,110,119,26,7,training
2905,air,O,99,120,123,26,7,training
2906,pollution,O,99,124,133,26,7,training
2907,at,O,99,134,136,26,7,training
2908,the,O,99,137,140,26,7,training
2909,future,O,99,141,147,26,7,training
2910,sub,O,99,148,151,26,7,training
2911,-,O,99,151,152,26,7,training
2912,path,O,99,152,156,26,7,training
2913,",",O,99,156,157,26,7,training
2914,a,O,99,158,159,26,7,training
2915,prevention,O,99,160,170,26,7,training
2916,action,O,99,171,177,26,7,training
2917,is,O,99,178,180,26,7,training
2918,performed,B-FUNCIONALIDADE,99,181,190,26,7,training
2919,prior,I-FUNCIONALIDADE,99,191,196,26,7,training
2920,to,I-FUNCIONALIDADE,99,197,199,26,7,training
2921,the,I-FUNCIONALIDADE,99,200,203,26,7,training
2922,vehicle,O,99,204,211,26,7,training
2923,reaching,O,99,212,220,26,7,training
2924,the,O,99,221,224,26,7,training
2925,future,O,99,225,231,26,7,training
2926,sub,O,99,232,235,26,7,training
2927,-,O,99,235,236,26,7,training
2928,path,O,99,236,240,26,7,training
2929,.,O,99,240,241,26,7,training
2930,In,O,100,0,2,26,7,training
2931,response,O,100,3,11,26,7,training
2932,to,O,100,12,14,26,7,training
2933,a,O,100,15,16,26,7,training
2934,determination,O,100,17,30,26,7,training
2935,that,O,100,31,35,26,7,training
2936,the,B-SOFTWARE,100,36,39,26,7,training
2937,estimated,I-SOFTWARE,100,40,49,26,7,training
2938,air,I-SOFTWARE,100,50,53,26,7,training
2939,pollution,O,100,54,63,26,7,training
2940,level,B-FUNCIONALIDADE,100,64,69,26,7,training
2941,is,I-FUNCIONALIDADE,100,70,72,26,7,training
2942,below,I-FUNCIONALIDADE,100,73,78,26,7,training
2943,a,I-FUNCIONALIDADE,100,79,80,26,7,training
2944,threshold,I-FUNCIONALIDADE,100,81,90,26,7,training
2945,",",I-FUNCIONALIDADE,100,90,91,26,7,training
2946,performing,O,100,92,102,26,7,training
2947,a,O,100,103,104,26,7,training
2948,ventilation,O,100,105,116,26,7,training
2949,action,O,100,117,123,26,7,training
2950,while,O,100,124,129,26,7,training
2951,the,O,100,130,133,26,7,training
2952,vehicle,O,100,134,141,26,7,training
2953,is,O,100,142,144,26,7,training
2954,located,O,100,145,152,26,7,training
2955,on,O,100,153,155,26,7,training
2956,the,O,100,156,159,26,7,training
2957,future,O,100,160,166,26,7,training
2958,sub,O,100,167,170,26,7,training
2959,-,O,100,170,171,26,7,training
2960,path,O,100,171,175,26,7,training
2961,.,O,100,175,176,26,7,training
2962,1_127_Examples,O,102,0,14,27,6,training
2963,are,O,102,15,18,27,6,training
2964,provided,O,102,19,27,27,6,training
2965,for,O,102,28,31,27,6,training
2966,traffic,B-SOFTWARE,102,32,39,27,6,training
2967,pole,I-SOFTWARE,102,40,44,27,6,training
2968,verification,I-SOFTWARE,102,45,57,27,6,training
2969,systems,I-SOFTWARE,102,58,65,27,6,training
2970,.,O,102,65,66,27,6,training
2971,In,O,103,0,2,27,6,training
2972,one,O,103,3,6,27,6,training
2973,example,O,103,7,14,27,6,training
2974,",",O,103,14,15,27,6,training
2975,a,O,103,16,17,27,6,training
2976,traffic,O,103,18,25,27,6,training
2977,detection,O,103,26,35,27,6,training
2978,system,B-SOFTWARE,103,36,42,27,6,training
2979,in,I-SOFTWARE,103,43,45,27,6,training
2980,a,I-SOFTWARE,103,46,47,27,6,training
2981,vehicle,I-SOFTWARE,103,48,55,27,6,training
2982,includes,I-SOFTWARE,103,56,64,27,6,training
2983,a,O,103,65,66,27,6,training
2984,navigation,O,103,67,77,27,6,training
2985,sensor,O,103,78,84,27,6,training
2986,",",B-SOFTWARE,103,84,85,27,6,training
2987,a,I-SOFTWARE,103,86,87,27,6,training
2988,communication,I-SOFTWARE,103,88,101,27,6,training
2989,system,I-SOFTWARE,103,102,108,27,6,training
2990,",",I-SOFTWARE,103,108,109,27,6,training
2991,a,O,103,110,111,27,6,training
2992,processor,O,103,112,121,27,6,training
2993,",",O,103,121,122,27,6,training
2994,and,O,103,123,126,27,6,training
2995,a,O,103,127,128,27,6,training
2996,storage,O,103,129,136,27,6,training
2997,device,B-HARDWARE,103,137,143,27,6,training
2998,storing,I-HARDWARE,103,144,151,27,6,training
2999,instructions,O,103,152,164,27,6,training
3000,executable,B-SOFTWARE,103,165,175,27,6,training
3001,by,O,103,176,178,27,6,training
3002,the,B-HARDWARE,103,179,182,27,6,training
3003,processor,O,103,183,192,27,6,training
3004,to,O,103,193,195,27,6,training
3005,determine,B-HARDWARE,103,196,205,27,6,training
3006,a,I-HARDWARE,103,206,207,27,6,training
3007,current,O,103,208,215,27,6,training
3008,location,O,103,216,224,27,6,training
3009,information,O,103,225,236,27,6,training
3010,of,O,103,237,239,27,6,training
3011,the,O,103,240,243,27,6,training
3012,vehicle,O,103,244,251,27,6,training
3013,",",O,103,251,252,27,6,training
3014,obtain,O,103,253,259,27,6,training
3015,a,O,103,260,261,27,6,training
3016,referring,O,103,262,271,27,6,training
3017,traffic,B-FUNCIONALIDADE,103,272,279,27,6,training
3018,pole,I-FUNCIONALIDADE,103,280,284,27,6,training
3019,information,I-FUNCIONALIDADE,103,285,296,27,6,training
3020,based,I-FUNCIONALIDADE,103,297,302,27,6,training
3021,on,O,103,303,305,27,6,training
3022,the,O,103,306,309,27,6,training
3023,current,O,103,310,317,27,6,training
3024,location,O,103,318,326,27,6,training
3025,information,B-FUNCIONALIDADE,103,327,338,27,6,training
3026,",",I-FUNCIONALIDADE,103,338,339,27,6,training
3027,receive,I-FUNCIONALIDADE,103,340,347,27,6,training
3028,one,I-FUNCIONALIDADE,103,348,351,27,6,training
3029,or,I-FUNCIONALIDADE,103,352,354,27,6,training
3030,more,I-FUNCIONALIDADE,103,355,359,27,6,training
3031,of,I-FUNCIONALIDADE,103,360,362,27,6,training
3032,cryptographic,O,103,363,376,27,6,training
3033,pole,O,103,377,381,27,6,training
3034,data,O,103,382,386,27,6,training
3035,and,O,103,387,390,27,6,training
3036,associated,O,103,391,401,27,6,training
3037,cryptographic,O,103,402,415,27,6,training
3038,sign,O,103,416,420,27,6,training
3039,data,O,103,421,425,27,6,training
3040,via,O,103,426,429,27,6,training
3041,the,O,103,430,433,27,6,training
3042,communication,O,103,434,447,27,6,training
3043,system,O,103,448,454,27,6,training
3044,from,O,103,455,459,27,6,training
3045,a,O,103,460,461,27,6,training
3046,transmitter,O,103,462,473,27,6,training
3047,associated,O,103,474,484,27,6,training
3048,with,O,103,485,489,27,6,training
3049,a,O,103,490,491,27,6,training
3050,prospective,O,103,492,503,27,6,training
3051,referring,B-SOFTWARE,103,504,513,27,6,training
3052,traffic,I-SOFTWARE,103,514,521,27,6,training
3053,pole,O,103,522,526,27,6,training
3054,including,O,103,527,536,27,6,training
3055,an,B-HARDWARE,103,537,539,27,6,training
3056,associated,O,103,540,550,27,6,training
3057,traffic,O,103,551,558,27,6,training
3058,sign,O,103,559,563,27,6,training
3059,mounted,O,103,564,571,27,6,training
3060,thereon,O,103,572,579,27,6,training
3061,;,O,103,579,580,27,6,training
3062,and,O,103,581,584,27,6,training
3063,selectively,O,103,585,596,27,6,training
3064,control,O,103,597,604,27,6,training
3065,one,O,103,605,608,27,6,training
3066,or,O,103,609,611,27,6,training
3067,more,O,103,612,616,27,6,training
3068,vehicle,O,103,617,624,27,6,training
3069,systems,O,103,625,632,27,6,training
3070,of,O,103,633,635,27,6,training
3071,the,O,103,636,639,27,6,training
3072,vehicle,O,103,640,647,27,6,training
3073,based,O,103,648,653,27,6,training
3074,on,O,103,654,656,27,6,training
3075,cryptographic,O,103,657,670,27,6,training
3076,verification,B-FUNCIONALIDADE,103,671,683,27,6,training
3077,of,I-FUNCIONALIDADE,103,684,686,27,6,training
3078,the,I-FUNCIONALIDADE,103,687,690,27,6,training
3079,prospective,O,103,691,702,27,6,training
3080,referring,O,103,703,712,27,6,training
3081,pole,O,103,713,717,27,6,training
3082,using,O,103,718,723,27,6,training
3083,the,O,103,724,727,27,6,training
3084,obtained,O,103,728,736,27,6,training
3085,referring,O,103,737,746,27,6,training
3086,traffic,O,103,747,754,27,6,training
3087,pole,O,103,755,759,27,6,training
3088,information,O,103,760,771,27,6,training
3089,;,O,103,771,772,27,6,training
3090,wherein,O,103,773,780,27,6,training
3091,the,O,103,781,784,27,6,training
3092,cryptographic,O,103,785,798,27,6,training
3093,verification,O,103,799,811,27,6,training
3094,of,O,103,812,814,27,6,training
3095,the,O,103,815,818,27,6,training
3096,prospective,O,103,819,830,27,6,training
3097,referring,O,103,831,840,27,6,training
3098,pole,O,103,841,845,27,6,training
3099,is,O,103,846,848,27,6,training
3100,performed,O,103,849,858,27,6,training
3101,after,O,103,859,864,27,6,training
3102,successful,O,103,865,875,27,6,training
3103,signature,O,103,876,885,27,6,training
3104,verification,O,103,886,898,27,6,training
3105,of,O,103,899,901,27,6,training
3106,the,O,103,902,905,27,6,training
3107,one,O,103,906,909,27,6,training
3108,or,O,103,910,912,27,6,training
3109,more,O,103,913,917,27,6,training
3110,of,O,103,918,920,27,6,training
3111,cryptographic,O,103,921,934,27,6,training
3112,pole,O,103,935,939,27,6,training
3113,data,O,103,940,944,27,6,training
3114,and,O,103,945,948,27,6,training
3115,associated,O,103,949,959,27,6,training
3116,cryptographic,O,103,960,973,27,6,training
3117,sign,O,103,974,978,27,6,training
3118,data,O,103,979,983,27,6,training
3119,.,O,103,983,984,27,6,training
3120,1_11_A,O,105,0,6,28,7,training
3121,position,O,105,7,15,28,7,training
3122,capture,O,105,16,23,28,7,training
3123,method,O,105,24,30,28,7,training
3124,for,O,105,31,34,28,7,training
3125,capturing,B-FUNCIONALIDADE,105,35,44,28,7,training
3126,an,I-FUNCIONALIDADE,105,45,47,28,7,training
3127,own,I-FUNCIONALIDADE,105,48,51,28,7,training
3128,vehicle,I-FUNCIONALIDADE,105,52,59,28,7,training
3129,position,I-FUNCIONALIDADE,105,60,68,28,7,training
3130,by,O,105,69,71,28,7,training
3131,using,O,105,72,77,28,7,training
3132,a,O,105,78,79,28,7,training
3133,positioning,O,105,80,91,28,7,training
3134,part,O,105,92,96,28,7,training
3135,that,O,105,97,101,28,7,training
3136,measures,O,105,102,110,28,7,training
3137,a,O,105,111,112,28,7,training
3138,position,O,105,113,121,28,7,training
3139,of,O,105,122,124,28,7,training
3140,a,O,105,125,126,28,7,training
3141,vehicle,O,105,127,134,28,7,training
3142,(,O,105,135,136,28,7,training
3143,4,O,105,136,137,28,7,training
3144,),O,105,137,138,28,7,training
3145,and,O,105,139,142,28,7,training
3146,a,O,105,143,144,28,7,training
3147,plurality,O,105,145,154,28,7,training
3148,of,O,105,155,157,28,7,training
3149,magnetic,O,105,158,166,28,7,training
3150,markers,O,105,167,174,28,7,training
3151,(,O,105,175,176,28,7,training
3152,5,O,105,176,177,28,7,training
3153,),O,105,177,178,28,7,training
3154,laid,O,105,179,183,28,7,training
3155,on,O,105,184,186,28,7,training
3156,a,O,105,187,188,28,7,training
3157,traveling,O,105,189,198,28,7,training
3158,path,O,105,199,203,28,7,training
3159,of,O,105,204,206,28,7,training
3160,the,O,105,207,210,28,7,training
3161,vehicle,O,105,211,218,28,7,training
3162,(,O,105,219,220,28,7,training
3163,4,O,105,220,221,28,7,training
3164,),O,105,221,222,28,7,training
3165,with,O,105,223,227,28,7,training
3166,their,O,105,228,233,28,7,training
3167,laying,O,105,234,240,28,7,training
3168,positions,O,105,241,250,28,7,training
3169,specified,O,105,251,260,28,7,training
3170,includes,O,105,261,269,28,7,training
3171,:,O,105,269,270,28,7,training
3172,upon,O,105,271,275,28,7,training
3173,detection,O,105,276,285,28,7,training
3174,of,O,105,286,288,28,7,training
3175,any,O,105,289,292,28,7,training
3176,of,O,105,293,295,28,7,training
3177,the,O,105,296,299,28,7,training
3178,plurality,O,105,300,309,28,7,training
3179,of,O,105,310,312,28,7,training
3180,magnetic,O,105,313,321,28,7,training
3181,markers,O,105,322,329,28,7,training
3182,(,O,105,330,331,28,7,training
3183,5,O,105,331,332,28,7,training
3184,),O,105,332,333,28,7,training
3185,",",O,105,333,334,28,7,training
3186,selecting,O,105,335,344,28,7,training
3187,",",O,105,344,345,28,7,training
3188,from,O,105,346,350,28,7,training
3189,among,O,105,351,356,28,7,training
3190,the,O,105,357,360,28,7,training
3191,laying,O,105,361,367,28,7,training
3192,positions,O,105,368,377,28,7,training
3193,of,O,105,378,380,28,7,training
3194,the,O,105,381,384,28,7,training
3195,plurality,O,105,385,394,28,7,training
3196,of,O,105,395,397,28,7,training
3197,magnetic,O,105,398,406,28,7,training
3198,markers,O,105,407,414,28,7,training
3199,(,O,105,415,416,28,7,training
3200,5,O,105,416,417,28,7,training
3201,),O,105,417,418,28,7,training
3202,",",O,105,418,419,28,7,training
3203,the,O,105,420,423,28,7,training
3204,laying,O,105,424,430,28,7,training
3205,position,O,105,431,439,28,7,training
3206,located,O,105,440,447,28,7,training
3207,nearest,O,105,448,455,28,7,training
3208,to,O,105,456,458,28,7,training
3209,an,O,105,459,461,28,7,training
3210,actual,O,105,462,468,28,7,training
3211,measured,O,105,469,477,28,7,training
3212,position,O,105,478,486,28,7,training
3213,measured,O,105,487,495,28,7,training
3214,by,O,105,496,498,28,7,training
3215,the,O,105,499,502,28,7,training
3216,positioning,O,105,503,514,28,7,training
3217,part,O,105,515,519,28,7,training
3218,;,O,105,519,520,28,7,training
3219,and,O,105,521,524,28,7,training
3220,capturing,O,105,525,534,28,7,training
3221,",",O,105,534,535,28,7,training
3222,as,O,105,536,538,28,7,training
3223,the,O,105,539,542,28,7,training
3224,own,O,105,543,546,28,7,training
3225,vehicle,O,105,547,554,28,7,training
3226,position,O,105,555,563,28,7,training
3227,",",O,105,563,564,28,7,training
3228,a,O,105,565,566,28,7,training
3229,corrected,O,105,567,576,28,7,training
3230,position,O,105,577,585,28,7,training
3231,based,O,105,586,591,28,7,training
3232,on,O,105,592,594,28,7,training
3233,the,O,105,595,598,28,7,training
3234,laying,O,105,599,605,28,7,training
3235,position,O,105,606,614,28,7,training
3236,",",O,105,614,615,28,7,training
3237,thereby,O,105,616,623,28,7,training
3238,making,B-FUNCIONALIDADE,105,624,630,28,7,training
3239,high,I-FUNCIONALIDADE,105,631,635,28,7,training
3240,-,I-FUNCIONALIDADE,105,635,636,28,7,training
3241,accuracy,I-FUNCIONALIDADE,105,636,644,28,7,training
3242,position,I-FUNCIONALIDADE,105,645,653,28,7,training
3243,capture,I-FUNCIONALIDADE,105,654,661,28,7,training
3244,possible,I-FUNCIONALIDADE,105,662,670,28,7,training
3245,.,O,105,670,671,28,7,training
3246,1_54_Embodiments,O,107,0,16,29,5,training
3247,of,O,107,17,19,29,5,training
3248,a,O,107,20,21,29,5,training
3249,smart,B-HARDWARE,107,22,27,29,5,training
3250,mobility,I-HARDWARE,107,28,36,29,5,training
3251,aid,I-HARDWARE,107,37,40,29,5,training
3252,device,I-HARDWARE,107,41,47,29,5,training
3253,may,O,107,48,51,29,5,training
3254,have,O,107,52,56,29,5,training
3255,sensors,B-HARDWARE,107,57,64,29,5,training
3256,to,O,107,65,67,29,5,training
3257,collect,O,107,68,75,29,5,training
3258,",",O,107,75,76,29,5,training
3259,monitor,O,107,77,84,29,5,training
3260,",",O,107,84,85,29,5,training
3261,analyze,O,107,86,93,29,5,training
3262,and,O,107,94,97,29,5,training
3263,represent,B-FUNCIONALIDADE,107,98,107,29,5,training
3264,data,I-FUNCIONALIDADE,107,108,112,29,5,training
3265,including,O,107,113,122,29,5,training
3266,but,O,107,123,126,29,5,training
3267,not,O,107,127,130,29,5,training
3268,limited,O,107,131,138,29,5,training
3269,to,O,107,139,141,29,5,training
3270,activity,O,107,142,150,29,5,training
3271,tracking,O,107,151,159,29,5,training
3272,",",O,107,159,160,29,5,training
3273,biometrics,O,107,161,171,29,5,training
3274,and,O,107,172,175,29,5,training
3275,safety,O,107,176,182,29,5,training
3276,and,O,107,183,186,29,5,training
3277,emergency,O,107,187,196,29,5,training
3278,features,O,107,197,205,29,5,training
3279,.,O,107,205,206,29,5,training
3280,The,O,108,0,3,29,5,training
3281,activity,O,108,4,12,29,5,training
3282,tracking,O,108,13,21,29,5,training
3283,include,B-HARDWARE,108,22,29,29,5,training
3284,number,I-HARDWARE,108,30,36,29,5,training
3285,of,I-HARDWARE,108,37,39,29,5,training
3286,steps,I-HARDWARE,108,40,45,29,5,training
3287,",",I-HARDWARE,108,45,46,29,5,training
3288,miles,O,108,47,52,29,5,training
3289,",",O,108,52,53,29,5,training
3290,and,O,108,54,57,29,5,training
3291,activity,O,108,58,66,29,5,training
3292,speed,O,108,67,72,29,5,training
3293,",",O,108,72,73,29,5,training
3294,user,O,108,74,78,29,5,training
3295,pressure,O,108,79,87,29,5,training
3296,on,O,108,88,90,29,5,training
3297,a,O,108,91,92,29,5,training
3298,device,O,108,93,99,29,5,training
3299,",",B-FUNCIONALIDADE,108,99,100,29,5,training
3300,activity,I-FUNCIONALIDADE,108,101,109,29,5,training
3301,types,O,108,110,115,29,5,training
3302,and,O,108,116,119,29,5,training
3303,analysis,O,108,120,128,29,5,training
3304,.,O,108,128,129,29,5,training
3305,The,O,109,0,3,29,5,training
3306,user,O,109,4,8,29,5,training
3307,biometric,O,109,9,18,29,5,training
3308,data,O,109,19,23,29,5,training
3309,includes,B-HARDWARE,109,24,32,29,5,training
3310,but,I-HARDWARE,109,33,36,29,5,training
3311,is,I-HARDWARE,109,37,39,29,5,training
3312,not,I-HARDWARE,109,40,43,29,5,training
3313,limited,O,109,44,51,29,5,training
3314,to,O,109,52,54,29,5,training
3315,blood,O,109,55,60,29,5,training
3316,work,O,109,61,65,29,5,training
3317,",",O,109,65,66,29,5,training
3318,blood,O,109,67,72,29,5,training
3319,pressure,O,109,73,81,29,5,training
3320,",",O,109,81,82,29,5,training
3321,blood,O,109,83,88,29,5,training
3322,sugar,O,109,89,94,29,5,training
3323,",",O,109,94,95,29,5,training
3324,heart,O,109,96,101,29,5,training
3325,rate,B-FUNCIONALIDADE,109,102,106,29,5,training
3326,",",I-FUNCIONALIDADE,109,106,107,29,5,training
3327,oxygen,O,109,108,114,29,5,training
3328,level,O,109,115,120,29,5,training
3329,/,O,109,120,121,29,5,training
3330,rate,O,109,121,125,29,5,training
3331,",",O,109,125,126,29,5,training
3332,ECG,O,109,127,130,29,5,training
3333,",",O,109,130,131,29,5,training
3334,EMG,O,109,132,135,29,5,training
3335,",",O,109,135,136,29,5,training
3336,muscle,O,109,137,143,29,5,training
3337,strain,O,109,144,150,29,5,training
3338,",",O,109,150,151,29,5,training
3339,humidity,O,109,152,160,29,5,training
3340,",",O,109,160,161,29,5,training
3341,UV,O,109,162,164,29,5,training
3342,",",O,109,164,165,29,5,training
3343,body,O,109,166,170,29,5,training
3344,temperature,O,109,171,182,29,5,training
3345,.,O,109,182,183,29,5,training
3346,Additional,O,110,0,10,29,5,training
3347,features,O,110,11,19,29,5,training
3348,include,O,110,20,27,29,5,training
3349,an,B-HARDWARE,110,28,30,29,5,training
3350,emergency,I-HARDWARE,110,31,40,29,5,training
3351,button,I-HARDWARE,110,41,47,29,5,training
3352,",",O,110,47,48,29,5,training
3353,fall,O,110,49,53,29,5,training
3354,detection,O,110,54,63,29,5,training
3355,",",B-HARDWARE,110,63,64,29,5,training
3356,warnings,O,110,65,73,29,5,training
3357,",",O,110,73,74,29,5,training
3358,and,O,110,75,78,29,5,training
3359,user,O,110,79,83,29,5,training
3360,pattern,O,110,84,91,29,5,training
3361,analysis,O,110,92,100,29,5,training
3362,changes,B-FUNCIONALIDADE,110,101,108,29,5,training
3363,.,I-FUNCIONALIDADE,110,108,109,29,5,training
3364,The,O,111,0,3,29,5,training
3365,mobility,O,111,4,12,29,5,training
3366,aid,O,111,13,16,29,5,training
3367,device,O,111,17,23,29,5,training
3368,is,B-HARDWARE,111,24,26,29,5,training
3369,connected,I-HARDWARE,111,27,36,29,5,training
3370,to,I-HARDWARE,111,37,39,29,5,training
3371,other,I-HARDWARE,111,40,45,29,5,training
3372,smart,O,111,46,51,29,5,training
3373,electronic,O,111,52,62,29,5,training
3374,devices,O,111,63,70,29,5,training
3375,and,O,111,71,74,29,5,training
3376,/,O,111,74,75,29,5,training
3377,or,O,111,75,77,29,5,training
3378,the,O,111,78,81,29,5,training
3379,Internet,O,111,82,90,29,5,training
3380,using,O,111,91,96,29,5,training
3381,but,O,111,97,100,29,5,training
3382,not,B-FUNCIONALIDADE,111,101,104,29,5,training
3383,limited,I-FUNCIONALIDADE,111,105,112,29,5,training
3384,to,O,111,113,115,29,5,training
3385,Bluetooth,O,111,116,125,29,5,training
3386,",",O,111,125,126,29,5,training
3387,Wi,O,111,127,129,29,5,training
3388,-,O,111,129,130,29,5,training
3389,Fi,O,111,130,132,29,5,training
3390,",",O,111,132,133,29,5,training
3391,and,O,111,134,137,29,5,training
3392,or,O,111,138,140,29,5,training
3393,/,O,111,140,141,29,5,training
3394,and,O,111,141,144,29,5,training
3395,SIM,O,111,145,148,29,5,training
3396,card,O,111,149,153,29,5,training
3397,.,O,111,153,154,29,5,training
3398,The,O,112,0,3,29,5,training
3399,device,O,112,4,10,29,5,training
3400,gives,O,112,11,16,29,5,training
3401,the,O,112,17,20,29,5,training
3402,user,O,112,21,25,29,5,training
3403,or,B-HARDWARE,112,26,28,29,5,training
3404,/,I-HARDWARE,112,28,29,29,5,training
3405,and,I-HARDWARE,112,29,32,29,5,training
3406,caregiver,I-HARDWARE,112,33,42,29,5,training
3407,live,I-HARDWARE,112,43,47,29,5,training
3408,feedback,O,112,48,56,29,5,training
3409,about,B-HARDWARE,112,57,62,29,5,training
3410,user,O,112,63,67,29,5,training
3411,health,O,112,68,74,29,5,training
3412,metrics,O,112,75,82,29,5,training
3413,and,O,112,83,86,29,5,training
3414,status,O,112,87,93,29,5,training
3415,using,O,112,94,99,29,5,training
3416,a,B-FUNCIONALIDADE,112,100,101,29,5,training
3417,data,I-FUNCIONALIDADE,112,102,106,29,5,training
3418,representation,O,112,107,121,29,5,training
3419,method,O,112,122,128,29,5,training
3420,.,O,112,128,129,29,5,training
3421,1_103_A,O,114,0,7,30,2,training
3422,map,O,114,8,11,30,2,training
3423,matching,O,114,12,20,30,2,training
3424,method,O,114,21,27,30,2,training
3425,",",O,114,27,28,30,2,training
3426,an,O,114,29,31,30,2,training
3427,apparatus,O,114,32,41,30,2,training
3428,and,O,114,42,45,30,2,training
3429,an,O,114,46,48,30,2,training
3430,electronic,O,114,49,59,30,2,training
3431,device,O,114,60,66,30,2,training
3432,related,O,114,67,74,30,2,training
3433,to,O,114,75,77,30,2,training
3434,the,O,114,78,81,30,2,training
3435,technical,O,114,82,91,30,2,training
3436,field,O,114,92,97,30,2,training
3437,of,O,114,98,100,30,2,training
3438,artificial,B-SOFTWARE,114,101,111,30,2,training
3439,intelligence,I-SOFTWARE,114,112,124,30,2,training
3440,such,O,114,125,129,30,2,training
3441,as,O,114,130,132,30,2,training
3442,high,O,114,133,137,30,2,training
3443,-,O,114,137,138,30,2,training
3444,precision,O,114,138,147,30,2,training
3445,map,O,114,148,151,30,2,training
3446,",",O,114,151,152,30,2,training
3447,autonomous,O,114,153,163,30,2,training
3448,driving,O,114,164,171,30,2,training
3449,",",O,114,171,172,30,2,training
3450,internet,B-COMUNICAÇÃO,114,173,181,30,2,training
3451,of,I-COMUNICAÇÃO,114,182,184,30,2,training
3452,vehicles,I-COMUNICAÇÃO,114,185,193,30,2,training
3453,",",O,114,193,194,30,2,training
3454,and,O,114,195,198,30,2,training
3455,smart,O,114,199,204,30,2,training
3456,cockpit,O,114,205,212,30,2,training
3457,",",O,114,212,213,30,2,training
3458,where,O,114,214,219,30,2,training
3459,a,O,114,220,221,30,2,training
3460,specific,O,114,222,230,30,2,training
